Date,Close,High,Low,Open,Volume,log_return,simple_return,vol_20d,vol_60d,sma_20,sma_50,sma_200,ema_12,ema_26,macd,macd_signal,macd_hist,rsi_14,bb_mid,bb_upper,bb_lower,drawdown
2024-05-23,185.2750701904297,189.35968258649532,185.02721720275102,189.3398501117122,51005900,,,,,,,,185.2750701904297,185.2750701904297,0.0,0.0,0.0,,,,,0.0
2024-05-24,188.34841918945312,188.94327235106317,186.4250777783575,187.19839293954828,36327000,0.01645195447931619,0.016588033111333278,,,,,,185.74789311335635,185.50272567183882,0.24516744151753755,0.04903348830350751,0.19613395321403004,,,,,0.0
2024-05-28,188.35836791992188,191.3425125399711,187.4760118609873,189.86530324069457,52280100,5.2819491506385054e-05,5.2820886480287044e-05,,,,,,186.14950462205874,185.71425472725238,0.4352498948063612,0.12627676960407827,0.30897312520228293,,,,,0.0
2024-05-29,188.65577697753906,190.59895109353056,187.8824768517226,187.98162409974876,53068000,0.0015777080161790671,0.0015789532522580974,,,,,,186.53508498444035,185.93214526431066,0.6029397201296831,0.22160935970919926,0.38133036042048385,,,,,0.0
2024-05-30,189.6471710205078,190.52952698465035,188.99285067972127,189.12172393667825,49889100,0.005241282510572131,0.005255042060476001,,,,,,187.01386745152766,186.2073323573623,0.8065350941653548,0.3385945066004304,0.46794058756492446,,,,,0.0
2024-05-31,190.59893798828125,190.9161970579539,188.2790377703441,189.79589676882185,75158300,0.005006068085310483,0.005018619379618894,,,,,,187.56541676487436,186.53263647817113,1.032780286703229,0.4774316626209901,0.5553486240822388,,,,,0.0
2024-06-03,192.36366271972656,193.31542486412093,190.86663609575578,191.24336235629542,50080500,0.00921623792680524,0.009258838218467957,,,,,,188.30360845023625,186.96456434791597,1.3390441023202868,0.6497541505608495,0.6892899517594373,,,,,0.0
2024-06-04,192.680908203125,193.64257895328527,191.37223723797064,192.96841099700254,47471400,0.0016478380901446253,0.0016491965213860649,,,,,,188.9770391814499,187.3879972260796,1.5890419553703055,0.8376117115227407,0.7514302438475647,,,,,0.0
2024-06-05,194.1878662109375,195.20901937445223,193.19645419760306,193.72190135445058,54156800,0.0077905777322906005,0.00782100324243773,,,,,,189.77870487829415,187.89169122495795,1.8870136533361972,1.047492099885432,0.8395215534507652,,,,,0.0
2024-06-06,192.80979919433594,194.8124556459051,192.5024638984892,194.0094143560484,41181800,-0.007121866432429875,-0.007096566039325181,,,,,,190.2450270807621,188.25599551898594,1.9890315617761587,1.2357999922635774,0.7532315695125813,,,,,-0.007096566039325189
2024-06-07,195.19911193847656,195.2486855650071,192.47272888451312,192.978343568532,53103900,0.012315917891507216,0.012392071119437187,,,,,,191.00719398194894,188.7703004389482,2.236893543000747,1.4360187024110114,0.8008748405897355,,,,,0.0
2024-06-10,191.4614715576172,195.60558138834554,190.49980075281104,195.20900753042525,97010200,-0.01933352900505692,-0.01914783496575234,,,,,,191.07708283974407,188.96964644773848,2.1074363920055816,1.5703022403299254,0.5371341516756563,,,,,-0.019147834965752383
2024-06-11,205.3709716796875,205.38089548057218,191.96709351098235,191.98691085726122,172373300,0.07013136623411645,0.07264908186963592,,,,,,193.27614266127384,190.18455942788285,3.091583233390992,1.8745584389421388,1.217024794448853,,,,,0.0
2024-06-12,211.24014282226562,218.30889945026047,205.1231180281253,205.58908283581826,198134300,0.028177642250046774,0.028578387172127462,,,,,,196.03983499373413,191.7442322719112,4.295602721822945,2.3587672955183,1.9368354263046452,,,,,0.0
2024-06-13,212.40008544921875,214.88852380834695,209.782758705521,212.8957913864929,97862700,0.005476087718752531,0.005491108893677765,,,,,,198.55679660227023,193.27429547023024,5.282501132039982,2.9435140628226364,2.338987069217346,86.30568448295088,,,,0.0
2024-06-14,210.66513061523438,213.32210737882852,209.4853479747781,212.01345147179217,70122700,-0.008201877602208267,-0.008168333973665787,,,,,,200.4196172196493,194.56250548097128,5.8571117386780145,3.526233597993712,2.3308781406843027,80.97991169585143,,,,-0.008168333973665813
2024-06-17,214.8092498779297,217.06966817138198,210.8931752545736,211.53758704443374,93728300,0.019480610385165645,0.01967159562948395,,,,,,202.63340685938473,196.06226432519043,6.571142534194308,4.135215385233831,2.4359271489604772,82.93826705403747,,,,0.0
2024-06-18,212.44964599609375,216.7523850703462,211.17073132176122,215.7213082393038,79943300,-0.0110454241873219,-0.01098464746363037,,,,,,204.1435974958015,197.27614444896105,6.8674530468404384,4.681662917555153,2.1857901292852855,78.18217044036228,,,,-0.010984647463630346
2024-06-20,207.87925720214844,212.40010854906527,207.0563985691976,212.09275812722348,86172500,-0.0217475833377525,-0.021512809647276865,,,,,,204.71831437370102,198.0615602084564,6.656754165244621,5.076681167093047,1.5800729981515742,69.90689463519571,,,,-0.03226114648097965
2024-06-21,205.7080841064453,210.07029091430852,205.33134270047418,208.58317289420788,241805100,-0.01049932057334339,-0.010444395101873005,,,198.50545654296874,,,204.87058664027705,198.6279693860852,6.242617254191856,5.309868384512809,0.9327488696790471,66.06918268592558,198.50545654296874,218.78079865652717,178.23011442941032,-0.04236859342256594
2024-06-24,206.3524932861328,210.87332959032133,204.8158016590104,205.93610206103614,80727000,0.0031277425717719546,0.0031326390622259392,0.31273189434055004,,199.5593276977539,,,205.09857227810102,199.2001563416443,5.898415936456729,5.427577894901593,0.47083804155513587,65.24087232054688,199.5593276977539,219.11758124720578,180.00107414830202,-0.03936867987110714
2024-06-25,207.27452087402344,209.56468024841507,206.8184646829133,207.35382052419757,55549700,0.004458263524958678,0.004468216367088607,0.3099895160957163,,200.50563278198243,,,205.4333336005506,199.7982574181168,5.6350761824338065,5.469077552408036,0.1659986300257703,65.69297841164725,200.50563278198243,219.60605966596376,181.4052058980011,-0.035076371283769364
2024-06-26,211.41859436035156,213.01476817493463,208.8310086144187,209.68362348048936,66213200,0.019795925300981454,0.019993163987805262,0.3138872949310912,,201.6586441040039,,,206.35414294821229,200.6590231175416,5.695119830670677,5.514286008060564,0.18083382261011316,67.53428728745422,201.6586441040039,220.45322867437932,182.8640595336285,-0.015784494939137597
2024-06-27,212.2612762451172,213.88719102122272,210.52630556394234,212.84620558696906,49772700,0.003977923212488976,0.003985845650497977,0.31357711375875097,,202.83891906738282,,,207.26293268619764,201.5184492751398,5.744483411057843,5.56032548866002,0.18415792239782292,70.01221984160674,202.83891906738282,221.15401619688316,184.52382193788247,-0.01186156384913799
2024-06-28,208.81118774414062,214.2143951724623,208.49394377490637,213.91696855097956,82542700,-0.016387515242569383,-0.01625397039916232,0.3234189717236398,,203.79711990356446,,,207.50112577203504,202.0586521246954,5.442473647339625,5.536755120395941,-0.09428147305631551,63.705333809801374,203.79711990356446,221.18820060825098,186.40603919887795,-0.027922736740608703
2024-07-01,214.88856506347656,215.6420327867988,210.10004297476004,210.2685812104605,60402900,0.02868915600923031,0.029104653754389087,0.33434736249242714,,205.01160125732423,,,208.63765489379526,203.0090160460866,5.6286388477086575,5.555131865858485,0.07350698185017279,72.52626297009249,205.01160125732423,221.90734889461416,188.1158536200343,0.0
